Indicator,Country,Year,Value
"Rate of out-of-school children of primary school age, both sexes (%)",South Africa,2005,8.99926
"Rate of out-of-school children of primary school age, both sexes (%)",South Africa,2015,8.44681
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2000,35.1574
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2001,28.45593
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2002,30.78533
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2003,32.88217
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2008,53.24424
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2009,54.44905
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2010,55.2181
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2011,54.18398
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2012,52.8469
"Rate of out-of-school children of primary school age, both sexes (%)",Equatorial Guinea,2015,55.79606
"Rate of out-of-school children of primary school age, both sexes (%)",Madagascar,2000,33.60887
"Rate of out-of-school children of primary school age, both sexes (%)",Madagascar,2001,32.34493
"Rate of out-of-school children of primary school age, both sexes (%)",Madagascar,2002,31.58211
"Rate of out-of-school children of primary school age, both sexes (%)",Madagascar,2003,21.91187
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2000,20.13395
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2001,19.92319
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2002,19.47761
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2003,19.37814
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2004,21.75236
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2005,22.5139
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2006,22.21082
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2007,24.70953
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2008,23.61341
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2009,23.04065
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2010,21.01455
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2011,19.63422
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2012,18.39281
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2013,20.45616
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2014,19.84977
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2015,19.85488
"Rate of out-of-school children of primary school age, both sexes (%)",Lesotho,2016,19.48798
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2000,59.93158
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2001,55.66911
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2002,53.43517
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2003,52.64749
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2004,49.77121
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2005,38.8428
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2006,34.16349
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2007,28.99496
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2008,23.36536
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2009,23.79977
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2010,25.71177
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2011,21.74994
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2012,20.50989
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2014,13.68305
"Rate of out-of-school children of primary school age, both sexes (%)",Ethiopia,2015,13.98097
"Rate of out-of-school children of primary school age, both sexes (%)",Seychelles,2000,6.86272
"Rate of out-of-school children of primary school age, both sexes (%)",Seychelles,2001,13.94226
"Rate of out-of-school children of primary school age, both sexes (%)",Seychelles,2002,6.60532
"Rate of out-of-school children of primary school age, both sexes (%)",Seychelles,2003,4.89712
"Rate of out-of-school children of primary school age, both sexes (%)",Seychelles,2004,4.62279
"Rate of out-of-school children of primary school age, both sexes (%)",Seychelles,2005,4.48263
"Rate of out-of-school children of primary school age, both sexes (%)",Malawi,2002,1.4928
"Rate of out-of-school children of primary school age, both sexes (%)",Malawi,2004,2.74156
"Rate of out-of-school children of primary school age, both sexes (%)",Malawi,2005,3.28424
"Rate of out-of-school children of primary school age, both sexes (%)",Malawi,2006,4.77696
"Rate of out-of-school children of primary school age, both sexes (%)",Malawi,2007,9.24198
"Rate of out-of-school children of primary school age, both sexes (%)",Malawi,2008,3.03306
"Rate of out-of-school children of primary school age, both sexes (%)",Malawi,2009,3.17481
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2000,14.61513
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2001,11.73635
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2002,8.92029
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2003,10.62247
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2004,7.94534
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2005,8.61191
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2006,6.64979
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2007,9.95392
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2008,8.7614
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2014,8.53715
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2015,3.42925
"Rate of out-of-school children of primary school age, both sexes (%)",Togo,2016,8.92558
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2000,6.77269
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2001,7.24781
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2002,5.66585
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2003,6.27608
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2004,5.60954
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2005,3.97992
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2006,3.96243
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2007,3.48584
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2008,3.32193
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2009,3.41338
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2010,3.49131
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2011,3.25113
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2012,6.20808
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2013,3.91384
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2014,3.47835
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2015,3.72347
"Rate of out-of-school children of primary school age, both sexes (%)",Mauritius,2016,4.66336
"Rate of out-of-school children of primary school age, both sexes (%)",Cameroon,2008,13.47565
"Rate of out-of-school children of primary school age, both sexes (%)",Cameroon,2009,10.77871
"Rate of out-of-school children of primary school age, both sexes (%)",Cameroon,2011,8.9087
"Rate of out-of-school children of primary school age, both sexes (%)",Cameroon,2012,5.86537
"Rate of out-of-school children of primary school age, both sexes (%)",Cameroon,2014,5.20282
"Rate of out-of-school children of primary school age, both sexes (%)",Cameroon,2016,4.72598
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2000,27.45684
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2001,26.55783
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2002,28.66124
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2003,25.0073
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2004,24.89566
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2005,27.76279
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2006,23.40753
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2007,23.68248
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2008,28.06529
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2010,30.01287
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2011,30.14357
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2012,27.74347
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2013,31.72801
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2014,28.96472
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2015,25.97373
"Rate of out-of-school children of primary school age, both sexes (%)",Gambia,2016,23.88953
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea-Bissau,2000,52.32797
"Rate of out-of-school children of primary school age, both sexes (%)",Guinea-Bissau,2010,28.07352
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2000,23.72199
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2001,19.77528
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2002,15.54398
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2003,14.18975
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2004,14.24946
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2005,13.12693
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2006,11.73436
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2007,10.37987
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2008,9.76249
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2009,10.18785
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2010,7.37673
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2011,6.50675
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2012,7.22242
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2013,5.88443
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2014,6.51108
"Rate of out-of-school children of primary school age, both sexes (%)",Morocco,2016,5.42289
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2000,13.94846
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2001,12.4793
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2002,11.02027
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2003,9.24339
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2004,7.03607
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2005,6.45189
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2006,8.28523
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2007,2.84612
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2009,1.89265
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2010,1.01687
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2011,4.70075
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2012,3.12931
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2014,3.28024
"Rate of out-of-school children of primary school age, both sexes (%)",Egypt,2016,1.36101
"Rate of out-of-school children of primary school age, both sexes (%)",Comoros,2000,32.50527
"Rate of out-of-school children of primary school age, both sexes (%)",Comoros,2007,20.82587
"Rate of out-of-school children of primary school age, both sexes (%)",Comoros,2013,13.28524
"Rate of out-of-school children of primary school age, both sexes (%)",Comoros,2014,17.2826
"Rate of out-of-school children of primary school age, both sexes (%)",Zimbabwe,2000,12.97205
"Rate of out-of-school children of primary school age, both sexes (%)",Zimbabwe,2001,10.95495
"Rate of out-of-school children of primary school age, both sexes (%)",Zimbabwe,2002,14.49366
"Rate of out-of-school children of primary school age, both sexes (%)",Zimbabwe,2003,15.86255
"Rate of out-of-school children of primary school age, both sexes (%)",Zimbabwe,2012,11.93658
"Rate of out-of-school children of primary school age, both sexes (%)",Zimbabwe,2013,14.77081
"Rate of out-of-school children of primary school age, both sexes (%)",Central African Republic,2005,52.23206
"Rate of out-of-school children of primary school age, both sexes (%)",Central African Republic,2006,51.78942
"Rate of out-of-school children of primary school age, both sexes (%)",Central African Republic,2007,43.78429
"Rate of out-of-school children of primary school age, both sexes (%)",Central African Republic,2008,34.90963
"Rate of out-of-school children of primary school age, both sexes (%)",Central African Republic,2009,34.58514
"Rate of out-of-school children of primary school age, both sexes (%)",Central African Republic,2010,32.32061
"Rate of out-of-school children of primary school age, both sexes (%)",Central African Republic,2011,34.26395
"Rate of out-of-school children of primary school age, both sexes (%)",Central African Republic,2012,31.64778
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2000,41.90106
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2003,35.17437
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2004,37.10338
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2005,35.98769
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2006,33.50656
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2007,30.91109
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2008,30.05712
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2009,29.65917
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2010,28.74881
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2011,28.23048
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2012,25.24623
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2013,26.40926
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2014,25.73023
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2015,25.81003
"Rate of out-of-school children of primary school age, both sexes (%)",Senegal,2016,27.66001
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2000,10.92143
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2001,10.24729
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2002,9.02851
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2003,9.32594
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2004,11.84804
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2005,11.93268
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2006,14.60369
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2007,12.20668
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2008,12.97183
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2009,13.16776
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2010,13.38298
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2012,11.52456
"Rate of out-of-school children of primary school age, both sexes (%)",Namibia,2013,9.43699
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2000,15.77131
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2001,14.18957
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2002,14.03834
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2003,14.05701
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2004,13.27286
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2005,14.14914
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2006,13.06544
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2007,13.80034
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2008,14.26413
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2009,13.49896
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2012,7.16982
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2013,6.47508
"Rate of out-of-school children of primary school age, both sexes (%)",Botswana,2014,10.47838
"Rate of out-of-school children of primary school age, both sexes (%)",Liberia,2006,64.79868
"Rate of out-of-school children of primary school age, both sexes (%)",Liberia,2008,57.26426
"Rate of out-of-school children of primary school age, both sexes (%)",Liberia,2009,59.73159
"Rate of out-of-school children of primary school age, both sexes (%)",Liberia,2011,58.98152
"Rate of out-of-school children of primary school age, both sexes (%)",Liberia,2014,61.78814
"Rate of out-of-school children of primary school age, both sexes (%)",Liberia,2015,62.31673
"Rate of out-of-school children of primary school age, both sexes (%)",Liberia,2016,63.24541
"Rate of out-of-school children of primary school age, both sexes (%)",Angola,2008,25.10634
"Rate of out-of-school children of primary school age, both sexes (%)",Angola,2009,25.85119
"Rate of out-of-school children of primary school age, both sexes (%)",Angola,2010,24.71816
"Rate of out-of-school children of primary school age, both sexes (%)",Angola,2011,22.54942
"Rate of out-of-school children of primary school age, both sexes (%)",Uganda,2009,9.08939
"Rate of out-of-school children of primary school age, both sexes (%)",Uganda,2010,12.28007
"Rate of out-of-school children of primary school age, both sexes (%)",Uganda,2011,9.56164
"Rate of out-of-school children of primary school age, both sexes (%)",Uganda,2013,9.00201
"Rate of out-of-school children of primary school age, both sexes (%)",Sierra Leone,2012,6.74021
"Rate of out-of-school children of primary school age, both sexes (%)",Sierra Leone,2013,1.32085
"Rate of out-of-school children of primary school age, both sexes (%)",Sierra Leone,2015,5.02509
"Rate of out-of-school children of primary school age, both sexes (%)",Sierra Leone,2016,0.82263
"Rate of out-of-school children of primary school age, both sexes (%)",Sudan,2011,41.01915
"Rate of out-of-school children of primary school age, both sexes (%)",Sudan,2012,43.59572
"Rate of out-of-school children of primary school age, both sexes (%)",Sudan,2013,43.65647
"Rate of out-of-school children of primary school age, both sexes (%)",Sudan,2014,43.36635
"Rate of out-of-school children of primary school age, both sexes (%)",Sudan,2015,42.67617
"Rate of out-of-school children of primary school age, both sexes (%)",Sudan,2016,40.43044
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2000,61.03933
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2001,58.65756
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2002,53.04647
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2003,47.91471
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2004,44.96905
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2005,43.27507
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2006,43.98819
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2007,49.07785
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2008,52.65157
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2009,56.15637
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2010,58.55507
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2011,56.03594
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2012,53.75172
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2013,55.82245
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2014,55.72675
"Rate of out-of-school children of primary school age, both sexes (%)",Eritrea,2015,57.36471
