"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Upper middle income","UMC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.6446989696147","61.8550872268477","62.7199712603446","63.6955240171685","64.4106070991675","65.2571667487096","66.171705418254","66.8875417259002","67.7148387228306","68.4173095359225","69.1575172566302","69.8394347526824","70.5016394910796","71.2088290101673","71.7413338556411","72.3364751505704","72.9008796358134","",
"Uruguay","URY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.05","96.29","96.5","96.64","96.82","96.95","97.13","97.28","97.37","97.45","97.52","97.6","97.69","97.77","97.84","97.91","97.97","",
"United States","USA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Uzbekistan","UZB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.55","80.9","82.13","83.1","84.25","85.27","86.16","87.06","87.91","88.57","89.07","89.85","90.44","90.79","91.35","91.82","92.1","",
"St. Vincent and the Grenadines","VCT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.42","95.4","95.5","95.57","95.67","95.7","95.79","95.77","95.84","95.92","95.87","95.87","95.97","95.89","95.96","95.9","95.98","",
"Venezuela, RB","VEN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.29","96.49","96.63","96.78","96.85","97.01","97.11","97.17","97.26","97.3","97.37","97.4","97.44","97.43","97.42","95.96","96.16","",
"British Virgin Islands","VGB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.38","17.05","19.97","22.81","26.05","29.23","32.61","36.04","39.55","43.12","46.76","50.14","53.84","57.23","60.79","63.81","66.92","",
"Vanuatu","VUT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.76","12.07","12.13","12.42","12.37","12.45","12.62","12.56","12.72","12.67","12.68","12.71","12.64","12.62","12.62","12.72","12.57","",
"World","WLD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.4272431172308","50.2310751648897","50.8373143813238","51.4275506773304","52.0746438594822","52.6842997630805","53.4274397221753","54.0709423547296","54.7616475449154","55.3312228184279","56.0708337761143","56.6351244600814","57.270438801255","57.8697682919894","58.3685457471527","58.8498441134332","59.3524181607293","",
"Samoa","WSM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.24","21.06","21.68","22.94","23.79","24.64","25.49","26.18","26.97","27.91","28.79","29.3","29.77","30.56","31.56","31.53","32.29","",
"Kosovo","XKX","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.84","52.73","53.81","54.8","55.76","56.67","57.58","58.46","59.19","60.01","60.75","61.68","62.29","63.03","63.63","64.28","64.93","",
"South Africa","ZAF","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.43","58.81","61.01","63.29","65.6","67.53","69.58","71.46","73.35","75.04","76.65","78.21","79.65","81","82.36","83.64","84.75","",
"Zambia","ZMB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14.11","14.3","14.46","14.58","14.73","14.92","15.08","15.25","15.43","15.47","15.71","15.9","15.99","16.23","16.31","16.43","",
"Zimbabwe","ZWE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4","32.25","32.18","32.01","31.77","31.64","31.34","31.17","30.97","30.81","30.46","30.27","30.02","29.88","29.63","29.36","29.05","",
